fecha,region,canal,categoria,visitas,clientes,unidades,importe
2026-05-16,Oeste,tienda,Alimentación,112,5,14,5495.87
2026-05-16,Oeste,tienda,Deporte,266,72,25,9976.08
2026-05-16,Oeste,,Electrónica,245,47,36,12148.68
2026-05-16,Oeste,telefono,Moda,177,46,37,13115.09
2026-05-16,Oeste,telefono,Hogar,309,83,32,11723.07
2026-05-16,Oeste,telefono,Alimentación,452,120,18,5326.87
2026-05-16,Oeste,telefono,Deporte,435,60,15,6746.97
2026-05-16,Oeste,app,Electrónica,422,104,46,4348.51
2026-05-16,Oeste,app,Moda,369,36,16,6917.02
2026-05-16,Oeste,app,Hogar,112,16,1,411.3
2026-05-16,Oeste,app,Alimentación,234,75,9,4382.9
2026-05-16,Oeste,app,Deporte,96,19,38,16617.0
2026-05-16,Oeste,desconocido,Electrónica,168,10,37,15818.85
2026-05-16,Oeste,,Moda,293,41,14,2531.82
2026-05-16,Oeste,desconocido,Hogar,156,32,18,6513.31
2026-05-16,Oeste,desconocido,Alimentación,264,29,28,5562.98
2026-05-16,Oeste,desconocido,Deporte,153,38,38,7425.84
2026-05-17,Norte,web,Electrónica,129,17,26,4001.5
2026-05-17,Norte,web,Moda,353,65,12,725.4
2026-05-17,Norte,web,Hogar,129,20,13,4738.83
2026-05-17,Norte,web,Alimentación,126,40,9,1791.39
2026-05-17,Norte,web,Deporte,234,36,38,18333.95
2026-05-17,Norte,tienda,Electrónica,367,88,32,5680.34
2026-05-17,Norte,tienda,Moda,207,61,34,4987.84
2026-05-17,Norte,tienda,Hogar,64,22,48,7361.27
2026-05-17,Norte,tienda,Alimentación,302,61,27,1730.38
2026-05-17,Norte,tienda,Deporte,90,20,31,5252.73
2026-05-17,Norte,telefono,Electrónica,259,27,23,1659.03
2026-05-17,Norte,telefono,Moda,88,20,45,15525.39
2026-05-17,Norte,telefono,Hogar,329,17,20,2833.61
2026-05-17,Norte,telefono,Alimentación,333,54,2,586.38
2026-05-17,Norte,telefono,Deporte,331,88,42,4190.6
2026-05-17,Norte,app,Electrónica,494,45,19,5743.35
2026-05-17,Norte,app,Moda,115,28,38,7370.75
2026-05-17,Norte,app,Hogar,499,65,46,3920.37
2026-05-17,Norte,app,Alimentación,435,19,39,14821.73
2026-05-17,Norte,app,Deporte,211,57,22,10478.46
2026-05-17,Norte,desconocido,Electrónica,389,43,28,6458.93
2026-05-17,Norte,,Moda,212,36,47,7558.87
2026-05-17,Norte,desconocido,Hogar,170,39,30,14249.33
2026-05-17,Norte,desconocido,Alimentación,322,85,14,6311.26
2026-05-17,Norte,desconocido,Deporte,409,43,32,5753.53
2026-05-17,Sur,web,Electrónica,172,23,31,5338.05
2026-05-17,Sur,web,Moda,117,15,22,8138.6
2026-05-17,Sur,web,Hogar,316,35,11,2420.89
2026-05-17,Sur,,Alimentación,159,34,10,1049.81
2026-05-17,Sur,web,Deporte,377,38,16,7325.92
2026-05-17,Sur,tienda,Electrónica,455,68,2,899.3
2026-05-17,Sur,tienda,Moda,156,9,33,12856.68
2026-05-17,Sur,tienda,Hogar,130,5,3,491.41
2026-05-17,Sur,tienda,Alimentación,351,76,35,1127.51
2026-05-17,Sur,tienda,Deporte,126,24,5,1217.85
2026-05-17,Sur,telefono,Electrónica,427,113,48,19880.45
2026-05-17,Sur,telefono,Moda,195,59,8,2858.72
2026-05-17,Sur,telefono,Hogar,318,24,2,903.86
2026-05-17,Sur,telefono,Alimentación,427,58,6,994.72
2026-05-17,Sur,telefono,Deporte,277,38,27,8034.62
2026-05-17,Sur,app,Electrónica,385,29,15,5476.75
2026-05-17,Sur,app,Moda,439,85,18,905.14
2026-05-17,Sur,app,Hogar,88,24,32,6353.84
2026-05-17,Sur,app,Alimentación,146,14,17,2809.15
2026-05-17,Sur,app,Deporte,72,6,8,3928.64
2026-05-17,Sur,desconocido,Electrónica,391,115,23,6111.4
2026-05-17,Sur,desconocido,Moda,130,23,30,10743.7
2026-05-17,Sur,desconocido,Hogar,344,22,6,
2026-05-17,Sur,desconocido,Alimentación,51,5,16,7160.32
2026-05-17,Sur,desconocido,Deporte,62,6,14,384.58
2026-05-17,Centro,web,Electrónica,259,68,41,9481.71
2026-05-17,Centro,web,Moda,490,92,20,6915.03
2026-05-17,Centro,web,Hogar,382,58,8,3710.55
2026-05-17,Centro,web,Alimentación,127,36,27,11617.51
2026-05-17,Centro,web,Deporte,344,19,38,9781.46
2026-05-17,Centro,tienda,Electrónica,449,122,16,3654.55
2026-05-17,Centro,,Moda,189,23,48,12913.34
2026-05-17,Centro,tienda,Hogar,128,5,2,518.22
2026-05-17,Centro,tienda,Alimentación,292,77,9,2234.68
2026-05-17,Centro,tienda,Deporte,64,22,7,1576.2
2026-05-17,Centro,telefono,Electrónica,164,52,39,10862.28
2026-05-17,Centro,telefono,Moda,88,8,35,14965.42
2026-05-17,Centro,telefono,Hogar,410,17,18,547.04
2026-05-17,Centro,telefono,Alimentación,353,89,43,16208.5
2026-05-17,Centro,telefono,Deporte,72,23,43,4412.14
2026-05-17,Centro,app,Electrónica,293,45,8,
2026-05-17,Centro,app,Moda,485,53,38,13180.14
2026-05-17,Centro,app,Hogar,111,27,29,9245.42
2026-05-17,Centro,app,Alimentación,163,19,23,3583.74
2026-05-17,Centro,app,Deporte,313,90,29,7163.9
2026-05-17,Centro,desconocido,Electrónica,370,112,20,5320.87
2026-05-17,Centro,desconocido,Moda,172,39,6,2909.83
2026-05-17,Centro,desconocido,Hogar,169,5,25,3794.87
2026-05-17,Centro,desconocido,Alimentación,349,40,19,2812.34
2026-05-17,Centro,desconocido,Deporte,470,17,41,1211.66
2026-05-17,Este,web,Electrónica,294,48,42,19436.3
2026-05-17,Este,web,Moda,463,26,46,20204.32
2026-05-17,Este,web,Hogar,376,20,33,11961.16
2026-05-17,Este,web,Alimentación,285,67,37,7807.65
2026-05-17,Este,web,Deporte,269,46,19,9310.87
2026-05-17,Este,tienda,Electrónica,331,95,49,20505.9
2026-05-17,Este,tienda,Moda,107,19,17,6450.43
2026-05-17,Este,tienda,Hogar,377,73,6,404.13
2026-05-17,Este,tienda,Alimentación,316,35,6,2663.38
2026-05-17,Este,tienda,Deporte,102,7,36,10123.47
2026-05-17,Este,telefono,Electrónica,320,100,11,4552.91
2026-05-17,Este,telefono,Moda,371,65,14,
2026-05-17,Este,telefono,Hogar,62,16,12,1953.87
2026-05-17,Este,telefono,Alimentación,358,60,40,11016.53
2026-05-17,Este,telefono,Deporte,304,37,23,5127.26
2026-05-17,Este,app,Electrónica,385,53,38,4403.04
2026-05-17,Este,app,Moda,465,125,15,4265.35
2026-05-17,Este,app,Hogar,190,28,30,10593.49
2026-05-17,Este,app,Alimentación,99,18,6,2367.9
2026-05-17,Este,app,Deporte,363,98,41,3615.77
2026-05-17,Este,,Electrónica,147,20,24,3096.77
2026-05-17,Este,desconocido,Moda,417,72,1,350.83
2026-05-17,Este,desconocido,Hogar,74,7,5,1986.84
2026-05-17,Este,desconocido,Alimentación,312,98,30,13383.65
2026-05-17,Este,desconocido,Deporte,210,18,38,8932.89
2026-05-17,Oeste,web,Electrónica,449,128,21,4099.46
2026-05-17,Oeste,web,Moda,320,7,43,11045.85
2026-05-17,Oeste,web,Hogar,203,55,12,525.84
2026-05-17,Oeste,web,Alimentación,263,47,21,614.03
2026-05-17,Oeste,web,Deporte,262,64,44,19745.15
2026-05-17,Oeste,tienda,Electrónica,451,76,44,1961.48
2026-05-17,Oeste,tienda,Moda,329,28,32,5045.18
2026-05-17,Oeste,tienda,Hogar,492,79,31,12788.8
2026-05-17,Oeste,tienda,Alimentación,89,19,41,16440.36
2026-05-17,Oeste,tienda,Deporte,293,72,24,2709.62
2026-05-17,Oeste,telefono,Electrónica,72,19,36,10384.74
2026-05-17,Oeste,telefono,Moda,277,78,30,3555.91
2026-05-17,Oeste,telefono,Hogar,236,47,39,2718.95
2026-05-17,Oeste,telefono,Alimentación,222,29,14,3451.42
2026-05-17,Oeste,telefono,Deporte,457,30,43,3834.96
2026-05-17,Oeste,app,Electrónica,108,36,6,2921.83
2026-05-17,Oeste,app,Moda,460,124,46,11429.68
2026-05-17,Oeste,app,Hogar,136,43,25,4427.0
2026-05-17,Oeste,app,Alimentación,359,33,38,1129.11
2026-05-17,Oeste,app,Deporte,191,41,9,252.61
2026-05-17,Oeste,desconocido,Electrónica,160,44,33,2295.62
2026-05-17,Oeste,desconocido,Moda,224,50,19,2280.25
2026-05-17,Oeste,desconocido,Hogar,423,32,19,4823.72
2026-05-17,Oeste,desconocido,Alimentación,484,11,29,6352.6
2026-05-17,Oeste,desconocido,Deporte,425,62,8,3758.51
2026-05-18,Norte,web,Electrónica,347,55,49,6518.29
2026-05-18,Norte,web,Moda,384,102,45,10891.37
2026-05-18,Norte,web,Hogar,373,58,41,7078.43
2026-05-18,Norte,web,Alimentación,282,59,16,836.08
2026-05-18,Norte,web,Deporte,226,67,45,10457.81
2026-05-18,Norte,tienda,Electrónica,489,13,44,19070.37
2026-05-18,Norte,tienda,Moda,448,138,27,11861.33
2026-05-18,Norte,tienda,Hogar,148,7,12,4353.05
2026-05-18,Norte,tienda,Alimentación,109,19,18,827.72
2026-05-18,Norte,tienda,Deporte,194,45,18,5221.33
2026-05-18,Norte,telefono,Electrónica,252,77,1,173.94
2026-05-18,Norte,telefono,Moda,442,87,45,9150.84
2026-05-18,Norte,telefono,Hogar,136,31,27,10259.83
2026-05-18,Norte,telefono,Alimentación,339,37,28,
2026-05-18,Norte,telefono,Deporte,400,62,31,4057.82
2026-05-18,Norte,app,Electrónica,442,83,13,6053.98
2026-05-18,Norte,app,Moda,191,42,34,6461.62
2026-05-18,Norte,app,Hogar,169,32,46,19823.71
2026-05-18,Norte,app,Alimentación,477,75,8,1973.56
2026-05-18,Norte,app,Deporte,475,48,17,2959.54
2026-05-18,Norte,desconocido,Electrónica,311,72,37,8006.39
2026-05-18,Norte,desconocido,Moda,492,34,36,2293.62
2026-05-18,Norte,desconocido,Hogar,442,130,1,457.4
2026-05-18,Norte,desconocido,Alimentación,430,99,14,442.42
2026-05-18,Norte,desconocido,Deporte,480,67,19,1657.39
2026-05-18,Sur,web,Electrónica,357,61,24,2924.32
2026-05-18,Sur,web,Moda,468,82,39,
2026-05-18,Sur,web,Hogar,312,21,22,5986.14
2026-05-18,Sur,web,Alimentación,223,51,15,1883.16
2026-05-18,Sur,web,Deporte,397,109,27,9835.74
2026-05-18,Sur,tienda,Electrónica,355,97,1,248.09
2026-05-18,Sur,tienda,Moda,387,26,41,10075.28
2026-05-18,Sur,tienda,Hogar,467,127,10,4253.25
2026-05-18,Sur,tienda,Alimentación,229,64,15,4179.5
2026-05-18,Sur,tienda,Deporte,395,14,17,7537.51
2026-05-18,Sur,telefono,Electrónica,120,14,9,1966.2
2026-05-18,Sur,telefono,Moda,398,85,20,2538.38
2026-05-18,Sur,telefono,Hogar,496,88,44,4854.78
2026-05-18,Sur,telefono,Alimentación,108,17,39,3458.1
2026-05-18,Sur,telefono,Deporte,147,12,49,20894.9
2026-05-18,Sur,app,Electrónica,365,110,2,956.89
2026-05-18,Sur,app,Moda,294,60,12,426.97
2026-05-18,Sur,app,Hogar,53,14,36,8376.35
2026-05-18,Sur,app,Alimentación,97,34,5,2098.66
2026-05-18,Sur,app,Deporte,480,95,41,19322.66
2026-05-18,Sur,desconocido,Electrónica,127,18,14,6665.21
2026-05-18,Sur,desconocido,Moda,131,18,1,65.54
2026-05-18,Sur,desconocido,Hogar,265,38,28,10389.4
2026-05-18,Sur,desconocido,Alimentación,120,13,16,6866.17
2026-05-18,Sur,desconocido,Deporte,394,61,13,5103.19
2026-05-18,Centro,web,Electrónica,214,17,27,10612.01
2026-05-18,Centro,web,Moda,270,74,44,18449.48
2026-05-18,Centro,web,Hogar,305,90,42,13060.86
2026-05-18,Centro,web,Alimentación,498,149,30,1040.72
2026-05-18,Centro,web,Deporte,134,21,46,1976.87
2026-05-18,Centro,tienda,Electrónica,478,128,7,2309.86
2026-05-18,Centro,tienda,Moda,179,36,48,17049.14
2026-05-18,Centro,tienda,Hogar,399,52,6,2043.66
2026-05-18,Centro,tienda,Alimentación,349,46,46,22095.69
2026-05-18,Centro,tienda,Deporte,252,29,22,
2026-05-18,Centro,telefono,Electrónica,70,14,22,5815.92
2026-05-18,Centro,telefono,Moda,217,5,42,7712.07
2026-05-18,Centro,telefono,Hogar,351,9,49,16145.55
2026-05-18,Centro,telefono,Alimentación,60,14,47,23191.31
2026-05-18,Centro,telefono,Deporte,157,20,38,10598.28
2026-05-18,Centro,app,Electrónica,330,39,35,14697.92
2026-05-18,Centro,app,Moda,272,76,20,6798.11
2026-05-18,Centro,app,Hogar,69,13,16,5351.72
2026-05-18,Centro,app,Alimentación,350,45,38,10322.46
2026-05-18,Centro,app,Deporte,52,9,46,18510.18
2026-05-18,Centro,desconocido,Electrónica,183,25,15,3721.77
2026-05-18,Centro,desconocido,Moda,171,53,5,409.15
2026-05-18,Centro,desconocido,Hogar,355,6,47,2149.86
2026-05-18,Centro,desconocido,Alimentación,438,9,29,8330.63
2026-05-18,Centro,desconocido,Deporte,128,23,22,10467.12
2026-05-18,Este,web,Electrónica,66,14,28,11537.36
2026-05-18,Este,web,Moda,127,20,18,5735.52
2026-05-18,Este,web,Hogar,59,9,21,2916.0
2026-05-18,Este,web,Alimentación,447,136,45,8989.98
2026-05-18,Este,web,Deporte,197,28,35,12368.31
2026-05-18,Este,tienda,Electrónica,115,17,45,2884.96
2026-05-18,Este,tienda,Moda,481,37,41,2122.2
2026-05-18,Este,tienda,Hogar,362,23,24,8175.05
2026-05-18,Este,tienda,Alimentación,309,8,5,484.9
2026-05-18,Este,tienda,Deporte,494,79,11,2509.44
2026-05-18,Este,telefono,Electrónica,164,48,44,3126.92
2026-05-18,Este,telefono,Moda,191,19,16,
2026-05-18,Este,telefono,Hogar,382,24,49,3489.91
2026-05-18,Este,telefono,Alimentación,276,65,20,3966.59
2026-05-18,Este,telefono,Deporte,81,11,2,
2026-05-18,Este,app,Electrónica,465,49,42,5734.88
2026-05-18,Este,app,Moda,380,53,2,692.95
2026-05-18,Este,app,Hogar,448,79,31,3172.26
2026-05-18,Este,app,Alimentación,141,29,11,5213.99
2026-05-18,Este,app,Deporte,91,18,34,14600.24
2026-05-18,Este,desconocido,Electrónica,325,70,11,4926.88
2026-05-18,Este,desconocido,Moda,215,59,28,3175.68
2026-05-18,Este,desconocido,Hogar,469,100,46,20434.95
2026-05-18,Este,desconocido,Alimentación,469,74,9,2604.04
2026-05-18,Este,desconocido,Deporte,144,44,4,330.99
2026-05-18,Oeste,web,Electrónica,375,9,27,9468.87
2026-05-18,Oeste,web,Moda,312,76,47,17926.39
2026-05-18,Oeste,web,Hogar,260,61,28,7905.26
2026-05-18,Oeste,web,Alimentación,380,83,10,3279.15
2026-05-18,Oeste,web,Deporte,202,47,20,2710.46
2026-05-18,Oeste,tienda,Electrónica,315,25,29,13543.23
2026-05-18,Oeste,tienda,Moda,99,27,31,10527.84
2026-05-18,Oeste,tienda,Hogar,102,6,4,366.82
2026-05-18,Oeste,tienda,Alimentación,196,48,1,21.18
2026-05-18,Oeste,tienda,Deporte,455,81,28,4152.91
2026-05-18,Oeste,telefono,Electrónica,285,42,42,14864.11
2026-05-18,Oeste,telefono,Moda,211,43,41,6943.77
2026-05-18,Oeste,telefono,Hogar,209,12,33,1025.67
2026-05-18,Oeste,telefono,Alimentación,259,78,36,8017.21
2026-05-18,Oeste,telefono,Deporte,194,35,7,438.96
2026-05-18,Oeste,app,Electrónica,406,19,25,1482.34
2026-05-18,Oeste,app,Moda,162,36,21,9608.9
2026-05-18,Oeste,app,Hogar,319,19,20,527.38
2026-05-18,Oeste,app,Alimentación,382,95,44,4173.01
2026-05-18,Oeste,app,Deporte,295,40,40,15573.18
2026-05-18,Oeste,desconocido,Electrónica,290,11,41,15274.34
2026-05-18,Oeste,desconocido,Moda,320,55,24,8546.16
2026-05-18,Oeste,desconocido,Hogar,112,8,14,763.48
2026-05-18,Oeste,desconocido,Alimentación,80,10,35,2448.48
2026-05-18,Oeste,desconocido,Deporte,379,118,33,8887.98
2026-05-19,Norte,web,Electrónica,189,61,44,19393.9
2026-05-19,Norte,web,Moda,158,41,36,17249.25
2026-05-19,Norte,web,Hogar,484,25,43,15771.6
2026-05-19,Norte,web,Alimentación,235,10,1,392.31
2026-05-19,Norte,web,Deporte,239,10,6,1221.1
2026-05-19,Norte,tienda,Electrónica,139,36,10,3973.28
2026-05-19,Norte,tienda,Moda,79,18,37,11751.76
2026-05-19,Norte,tienda,Hogar,71,11,41,1258.9
2026-05-19,Norte,tienda,Alimentación,163,23,48,15276.7
2026-05-19,Norte,tienda,Deporte,291,49,4,1370.44
2026-05-19,Norte,telefono,Electrónica,221,71,32,8297.18
2026-05-19,Norte,telefono,Moda,386,89,48,15381.5
2026-05-19,Norte,telefono,Hogar,232,14,46,21684.06
2026-05-19,Norte,telefono,Alimentación,167,20,9,313.0
2026-05-19,Norte,telefono,Deporte,486,94,8,1411.19
2026-05-19,Norte,app,Electrónica,107,26,9,3395.87
2026-05-19,Norte,app,Moda,181,41,8,652.4
2026-05-19,Norte,app,Hogar,252,9,24,11321.94
2026-05-19,Norte,,Alimentación,335,5,22,10873.02
2026-05-19,Norte,app,Deporte,489,97,28,5717.92
2026-05-19,Norte,desconocido,Electrónica,211,59,23,3704.55
2026-05-19,Norte,desconocido,Moda,227,44,31,4874.5
2026-05-19,Norte,desconocido,Hogar,392,10,28,6117.4
2026-05-19,Norte,desconocido,Alimentación,452,106,29,9439.67
2026-05-19,Norte,desconocido,Deporte,498,33,45,4933.72
2026-05-19,Sur,,Electrónica,316,90,18,6157.08
2026-05-19,Sur,web,Moda,186,32,19,6475.49
2026-05-19,Sur,web,Hogar,166,25,27,5219.85
2026-05-19,Sur,web,Alimentación,282,85,39,
2026-05-19,Sur,web,Deporte,465,140,5,181.71
2026-05-19,Sur,tienda,Electrónica,364,59,30,11064.98
2026-05-19,Sur,tienda,Moda,127,41,48,7053.92
2026-05-19,Sur,tienda,Hogar,221,31,45,10323.55
2026-05-19,Sur,,Alimentación,56,18,46,22244.68
2026-05-19,Sur,tienda,Deporte,203,62,39,12295.17
2026-05-19,Sur,telefono,Electrónica,420,26,21,5208.93
2026-05-19,Sur,telefono,Moda,254,68,41,17238.59
2026-05-19,Sur,telefono,Hogar,51,8,14,1608.35
2026-05-19,Sur,telefono,Alimentación,241,18,20,3237.75
2026-05-19,Sur,telefono,Deporte,479,91,32,11955.5
2026-05-19,Sur,app,Electrónica,332,22,35,10815.31
2026-05-19,Sur,,Moda,130,44,2,866.18
2026-05-19,Sur,app,Hogar,410,109,34,5800.16
2026-05-19,Sur,app,Alimentación,127,18,46,19166.88
2026-05-19,Sur,app,Deporte,437,65,33,3268.38
2026-05-19,Sur,desconocido,Electrónica,364,22,31,11675.87
2026-05-19,Sur,desconocido,Moda,381,26,16,7014.02
2026-05-19,Sur,desconocido,Hogar,244,16,30,12731.68
2026-05-19,Sur,desconocido,Alimentación,475,53,4,605.83
2026-05-19,Sur,desconocido,Deporte,493,83,27,12490.32
2026-05-19,Centro,web,Electrónica,296,86,4,1536.24
2026-05-19,Centro,web,Moda,480,42,33,9497.15
2026-05-19,Centro,web,Hogar,185,54,16,2177.43
2026-05-19,Centro,web,Alimentación,189,24,49,5466.54
2026-05-19,Centro,web,Deporte,131,6,2,
2026-05-19,Centro,tienda,Electrónica,107,5,24,4089.49
2026-05-19,Centro,tienda,Moda,336,70,19,5978.73
2026-05-19,Centro,tienda,Hogar,199,27,23,8890.5
2026-05-19,Centro,tienda,Alimentación,158,44,39,9252.01
2026-05-19,Centro,tienda,Deporte,192,41,5,1272.89
2026-05-19,Centro,telefono,Electrónica,59,8,38,2087.19
2026-05-19,Centro,telefono,Moda,329,31,7,2090.54
2026-05-19,Centro,telefono,Hogar,308,83,21,3041.97
2026-05-19,Centro,telefono,Alimentación,435,33,40,
2026-05-19,Centro,telefono,Deporte,278,66,20,8158.42
2026-05-19,Centro,app,Electrónica,370,68,15,3368.87
2026-05-19,Centro,app,Moda,113,31,22,6195.29
2026-05-19,Centro,app,Hogar,367,92,24,8605.7
2026-05-19,Centro,app,Alimentación,128,33,29,4300.75
2026-05-19,Centro,app,Deporte,293,18,4,779.44
2026-05-19,Centro,desconocido,Electrónica,126,35,33,4425.15
2026-05-19,Centro,desconocido,Moda,186,32,31,1097.94
2026-05-19,Centro,desconocido,Hogar,129,10,48,10213.56
2026-05-19,Centro,desconocido,Alimentación,218,64,13,1651.36
2026-05-19,Centro,desconocido,Deporte,205,42,13,5432.32
2026-05-19,Este,web,Electrónica,287,79,31,13851.08
2026-05-19,Este,web,Moda,271,49,20,5032.37
2026-05-19,Este,web,Hogar,227,25,48,4107.81
2026-05-19,Este,web,Alimentación,356,37,18,2699.14
2026-05-19,Este,web,Deporte,412,120,15,2754.6
2026-05-19,Este,tienda,Electrónica,223,58,33,8396.9
2026-05-19,Este,tienda,Moda,232,6,2,860.63
2026-05-19,Este,tienda,Hogar,429,71,39,15829.82
2026-05-19,Este,tienda,Alimentación,277,49,16,1980.67
2026-05-19,Este,tienda,Deporte,427,19,48,16856.89
2026-05-19,Este,telefono,Electrónica,57,17,34,6393.71
2026-05-19,Este,telefono,Moda,157,43,20,7538.46
2026-05-19,Este,telefono,Hogar,376,78,47,11368.48
2026-05-19,Este,telefono,Alimentación,182,23,4,1132.55
2026-05-19,Este,telefono,Deporte,472,13,45,10918.82
2026-05-19,Este,app,Electrónica,86,22,20,1573.97
2026-05-19,Este,app,Moda,196,33,31,7048.53
2026-05-19,Este,app,Hogar,308,5,44,4853.66
2026-05-19,Este,app,Alimentación,248,43,3,1362.24
2026-05-19,Este,app,Deporte,495,56,14,
2026-05-19,Este,desconocido,Electrónica,216,39,47,6449.83
2026-05-19,Este,desconocido,Moda,140,28,40,9877.85
2026-05-19,Este,desconocido,Hogar,418,73,4,590.33
2026-05-19,Este,desconocido,Alimentación,375,59,16,1312.62
2026-05-19,Este,desconocido,Deporte,332,17,36,14348.5
2026-05-19,Oeste,web,Electrónica,308,34,21,8871.2
2026-05-19,Oeste,web,Moda,239,36,35,4353.36
2026-05-19,Oeste,web,Hogar,496,118,32,2784.91
2026-05-19,Oeste,web,Alimentación,469,99,39,11506.44
2026-05-19,Oeste,web,Deporte,402,40,28,6182.88
2026-05-19,Oeste,tienda,Electrónica,296,79,6,1040.59
2026-05-19,Oeste,tienda,Moda,343,96,45,18957.26
2026-05-19,Oeste,,Hogar,345,60,43,19159.15
2026-05-19,Oeste,tienda,Alimentación,123,40,25,698.45
2026-05-19,Oeste,tienda,Deporte,287,49,15,7148.25
2026-05-19,Oeste,telefono,Electrónica,334,99,17,8489.8
2026-05-19,Oeste,telefono,Moda,285,35,21,9409.39
2026-05-19,Oeste,telefono,Hogar,429,30,38,11234.69
2026-05-19,Oeste,telefono,Alimentación,319,53,13,1161.53
2026-05-19,Oeste,telefono,Deporte,227,18,17,5062.34
2026-05-19,Oeste,app,Electrónica,467,99,9,3413.88
2026-05-19,Oeste,app,Moda,407,126,44,16282.11
2026-05-19,Oeste,app,Hogar,362,41,16,2513.91
2026-05-19,Oeste,app,Alimentación,408,33,31,2367.98
2026-05-19,Oeste,app,Deporte,390,48,35,9024.55
2026-05-19,Oeste,desconocido,Electrónica,448,98,34,6916.11
2026-05-19,Oeste,desconocido,Moda,146,38,34,14654.29
2026-05-19,Oeste,desconocido,Hogar,161,15,13,2773.18
2026-05-19,Oeste,desconocido,Alimentación,142,41,4,395.45
2026-05-19,Oeste,desconocido,Deporte,133,14,18,8774.8
2026-05-20,Norte,web,Electrónica,155,5,6,494.31
2026-05-20,Norte,web,Moda,262,22,21,8536.9
2026-05-20,Norte,web,Hogar,74,17,27,10500.73
2026-05-20,Norte,,Alimentación,485,5,40,3961.37
2026-05-20,Norte,,Deporte,353,107,32,11625.8
2026-05-20,Norte,tienda,Electrónica,294,69,33,6984.9
2026-05-20,Norte,tienda,Moda,176,51,6,2839.46
2026-05-20,Norte,tienda,Hogar,412,113,43,5993.0
2026-05-20,Norte,,Alimentación,194,22,27,
2026-05-20,Norte,,Deporte,192,46,46,4259.45
2026-05-20,Norte,telefono,Electrónica,303,9,48,4648.62
2026-05-20,Norte,telefono,Moda,62,13,49,17793.41
2026-05-20,Norte,telefono,Hogar,201,48,33,12371.21
2026-05-20,Norte,telefono,Alimentación,378,113,49,1112.94
2026-05-20,Norte,telefono,Deporte,244,48,32,4096.62
2026-05-20,Norte,app,Electrónica,245,21,17,2711.0
2026-05-20,Norte,app,Moda,142,8,38,2853.7
2026-05-20,Norte,app,Hogar,468,120,6,2900.6
2026-05-20,Norte,app,Alimentación,481,12,2,253.12
2026-05-20,Norte,app,Deporte,481,104,48,10871.48
2026-05-20,Norte,desconocido,Electrónica,232,17,37,3059.89
2026-05-20,Norte,desconocido,Moda,71,11,23,5472.77
2026-05-20,Norte,desconocido,Hogar,379,43,30,2040.93
2026-05-20,Norte,desconocido,Alimentación,67,17,25,1672.44
2026-05-20,Norte,desconocido,Deporte,384,83,48,9286.26
2026-05-20,Sur,web,Electrónica,183,34,8,1265.68
2026-05-20,Sur,web,Moda,427,86,13,2801.75
2026-05-20,Sur,web,Hogar,367,93,1,27.12
2026-05-20,Sur,web,Alimentación,81,28,24,7414.9
2026-05-20,Sur,web,Deporte,454,34,26,12836.68
2026-05-20,Sur,tienda,Electrónica,477,29,23,10801.98
2026-05-20,Sur,tienda,Moda,386,102,17,
2026-05-20,Sur,tienda,Hogar,184,50,9,659.94
2026-05-20,Sur,tienda,Alimentación,155,38,27,9283.77
2026-05-20,Sur,tienda,Deporte,360,13,17,2304.96
2026-05-20,Sur,telefono,Electrónica,312,30,11,563.44
2026-05-20,Sur,telefono,Moda,221,43,19,7277.75
2026-05-20,Sur,telefono,Hogar,425,34,46,21378.38
2026-05-20,Sur,telefono,Alimentación,353,66,18,8906.55
2026-05-20,Sur,telefono,Deporte,317,91,34,12665.14
2026-05-20,Sur,app,Electrónica,495,136,30,
2026-05-20,Sur,app,Moda,489,140,24,6447.39
2026-05-20,Sur,app,Hogar,457,11,13,2681.43
2026-05-20,Sur,app,Alimentación,91,17,31,13869.13
2026-05-20,Sur,app,Deporte,140,37,20,8332.07
2026-05-20,Sur,desconocido,Electrónica,477,108,22,10930.02
2026-05-20,Sur,desconocido,Moda,212,57,34,14469.0
2026-05-20,Sur,desconocido,Hogar,462,100,31,14217.56
2026-05-20,Sur,desconocido,Alimentación,136,37,4,1804.39
2026-05-20,Sur,desconocido,Deporte,157,52,24,3449.17
2026-05-20,Centro,web,Electrónica,499,99,25,7971.13
2026-05-20,Centro,web,Moda,247,77,5,1768.67
2026-05-20,Centro,web,Hogar,424,76,31,8538.5
2026-05-20,Centro,,Alimentación,461,7,5,1088.29
2026-05-20,Centro,,Deporte,444,129,15,7212.09
2026-05-20,Centro,tienda,Electrónica,409,10,39,11064.1
2026-05-20,Centro,tienda,Moda,389,43,3,408.95
2026-05-20,Centro,tienda,Hogar,426,109,47,21342.74
2026-05-20,Centro,tienda,Alimentación,126,5,22,9111.26
2026-05-20,Centro,tienda,Deporte,50,15,9,493.99
2026-05-20,Centro,telefono,Electrónica,447,42,40,14344.34
2026-05-20,Centro,,Moda,252,10,3,1021.45
2026-05-20,Centro,,Hogar,391,71,31,14870.64
2026-05-20,Centro,telefono,Alimentación,86,10,48,7698.6
2026-05-20,Centro,telefono,Deporte,264,70,7,2234.99
2026-05-20,Centro,app,Electrónica,476,135,46,3029.44
2026-05-20,Centro,app,Moda,298,78,47,15399.08
2026-05-20,Centro,app,Hogar,485,50,46,18822.92
2026-05-20,Centro,app,Alimentación,215,26,26,3170.94
